longitude,latitude,stolen_place,cost,status,hood_num,hood_name,case_num
-79.4219418233629,43.6888789006236,House,1600,STOLEN,106,Humewood-Cedarvale (106),229
-79.3800438529141,43.6704199095236,Outside,600,STOLEN,167,Church-Wellesley (167),1053
-79.3580628364119,43.7919573415765,Outside,120,STOLEN,048,Hillcrest Village (48),42
-79.3874041477723,43.6684721078694,Commercial,120,STOLEN,169,Bay-Cloverhill (169),780
-79.3894835474489,43.669707709559,Outside,1500,STOLEN,095,Annex (95),1272
-79.3837790468618,43.6630379021417,Outside,350,STOLEN,169,Bay-Cloverhill (169),780
-79.3726901505519,43.6523765914803,Apartment,350,STOLEN,168,Downtown Yonge East (168),1618
-79.3510288822145,43.6711263305387,House,2500,STOLEN,068,North Riverdale (68),286
-79.3809414494974,43.6657156048193,Apartment,800,UNKNOWN,167,Church-Wellesley (167),1053
-79.3858379481384,43.6679975072343,Outside,1900,STOLEN,167,Church-Wellesley (167),1053
-79.53295729462,43.6441335629688,Apartment,1700,STOLEN,159,Etobicoke City Centre (159),155
-79.3958425400097,43.658721199217,Outside,1850,STOLEN,078,Kensington-Chinatown (78),1237
-79.3827009420866,43.6394490778127,Outside,800,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.394921935802,43.6454967846004,Apartment,1300,STOLEN,164,Wellington Place (164),1293
-79.394921935802,43.6454967846004,Apartment,1000,STOLEN,164,Wellington Place (164),1293
-79.3888108429575,43.6563566954604,Commercial,1500,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.3983490416821,43.6678247092322,Educational,600,STOLEN,079,University (79),1023
-79.3956941420939,43.6646771051234,Educational,500,STOLEN,079,University (79),1023
-79.4008010393577,43.7077791978193,Other,2000,STOLEN,100,Yonge-Eglinton (100),198
-79.3837790468618,43.6630379021417,Outside,350,STOLEN,169,Bay-Cloverhill (169),780
-79.3302047006149,43.6632532494312,Commercial,3200,STOLEN,070,South Riverdale (70),979
-79.2883460613379,43.6912247252453,Commercial,3041,STOLEN,061,Taylor-Massey (61),121
-79.4142970285663,43.6429711851632,House,800,STOLEN,162,West Queen West (162),579
-79.3746654542882,43.6670941062091,Outside,900,STOLEN,074,North St.James Town (74),486
-79.4406154073367,43.6867049888051,House,2500,STOLEN,107,Oakwood Village (107),136
-79.3806752463596,43.6557698948736,Outside,500,STOLEN,168,Downtown Yonge East (168),1618
-79.3709107236232,43.7694725960203,Apartment,700,STOLEN,052,Bayview Village (52),165
-79.4055162314932,43.6440469849895,House,150,STOLEN,162,West Queen West (162),579
-79.4214798261721,43.6546497002038,Outside,150,STOLEN,080,Palmerston-Little Italy (80),501
-79.5618600800131,43.6411132120874,Outside,700,STOLEN,013,Etobicoke West Mall (13),36
-79.4476899174355,43.6428263950491,Apartment,250,STOLEN,086,Roncesvalles (86),421
-79.3983906349825,43.6517356913056,Other,600,STOLEN,078,Kensington-Chinatown (78),1237
-79.3874560494856,43.6719289119,Outside,3000,STOLEN,098,Rosedale-Moore Park (98),641
-79.3859087470931,43.6658615049652,Outside,1200,STOLEN,169,Bay-Cloverhill (169),780
-79.3764552527249,43.6664257055294,Commercial,350,STOLEN,074,North St.James Town (74),486
-79.1990546685711,43.8002900921876,Commercial,NA,UNKNOWN,146,Malvern East (146),40
-79.336880627054,43.7368072149821,Other,1300,STOLEN,042,Banbury-Don Mills (42),85
-79.4054413372137,43.664089107223,House,450,STOLEN,079,University (79),1023
-79.3730425539231,43.663195202299,Outside,1200,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.431246514566,43.6872250926275,Apartment,250,STOLEN,107,Oakwood Village (107),136
-79.3860014435204,43.6552361943399,Other,1400,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.4744663865561,43.6915080830299,House,350,STOLEN,112,Beechborough-Greenbrook (112),12
-79.4793867147194,43.6264543008106,Apartment,4000,STOLEN,161,Humber Bay Shores (161),338
-79.431246514566,43.6872250926275,Apartment,250,STOLEN,107,Oakwood Village (107),136
-79.4082538398105,43.6746163192493,House,NA,STOLEN,095,Annex (95),1272
-79.5141279430692,43.7206421464395,Outside,500,STOLEN,154,Oakdale-Beverley Heights (154),92
-79.4744663865561,43.6915080830299,House,500,STOLEN,112,Beechborough-Greenbrook (112),12
-79.339878418103,43.7338348149652,Apartment,700,STOLEN,042,Banbury-Don Mills (42),85
-79.4744663865561,43.6915080830299,House,350,STOLEN,112,Beechborough-Greenbrook (112),12
-79.4744663865561,43.6915080830299,House,750,STOLEN,112,Beechborough-Greenbrook (112),12
-79.3860918407835,43.6501157892194,Outside,1069.99,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.3399950058533,43.6766441699236,Educational,460,STOLEN,069,Blake-Jones (69),140
-79.2634089835361,43.6984027284358,House,NA,UNKNOWN,122,Birchcliffe-Cliffside (122),119
-79.3850132407533,43.6447670838708,Apartment,150,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.3846897449087,43.6580892971931,Other,250,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.3806752463596,43.6557698948736,Outside,500,STOLEN,168,Downtown Yonge East (168),1618
-79.4477362178998,43.6597751151406,House,430,STOLEN,171,Junction-Wallace Emerson (171),530
-79.4205324264879,43.638305880956,Commercial,750,STOLEN,163,Fort York-Liberty Village (163),699
-79.3757400467272,43.6474591865628,Commercial,499.99,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.3888132689446,43.6976547444665,Apartment,NA,STOLEN,174,South Eglinton-Davisville (174),349
-79.4143728571015,43.7751522949519,Apartment,NA,STOLEN,151,Yonge-Doris (151),175
-79.3754644469109,43.6433094824131,Apartment,350,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.3660300583514,43.6621629012666,Other,250,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.3884986468509,43.6674341066959,Outside,1500,STOLEN,169,Bay-Cloverhill (169),780
-79.4039038144616,43.7559307884816,Apartment,700,STOLEN,153,Avondale (153),157
-79.3850327474512,43.6660597051634,Outside,960,STOLEN,169,Bay-Cloverhill (169),780
-79.4272175268327,43.7929616164518,Educational,0,STOLEN,036,Newtonbrook West (36),204
-79.3778790513714,43.6652129043166,Outside,700,STOLEN,167,Church-Wellesley (167),1053
-79.4366521226588,43.6629682142894,Outside,250,STOLEN,171,Junction-Wallace Emerson (171),530
-79.2647504771348,43.6914801372042,Other,900,STOLEN,122,Birchcliffe-Cliffside (122),119
-79.4184244289321,43.6635604088058,House,800,STOLEN,080,Palmerston-Little Italy (80),501
-79.3772462494943,43.6583159974198,Outside,600,STOLEN,168,Downtown Yonge East (168),1618
-79.3772462494943,43.6583159974198,Outside,800,STOLEN,168,Downtown Yonge East (168),1618
-79.3177235361614,43.6807754150553,House,305,STOLEN,064,Woodbine Corridor (64),189
-79.3933874386575,43.6527545920477,Commercial,300,STOLEN,078,Kensington-Chinatown (78),1237
-79.388127961892,43.6826724394145,Apartment,700,STOLEN,098,Rosedale-Moore Park (98),641
-79.316944632386,43.6761924054001,Apartment,900,STOLEN,064,Woodbine Corridor (64),189
-79.3768430563389,43.67235631146,Outside,1000,STOLEN,074,North St.James Town (74),486
-79.4038365524072,43.6830729372069,House,3500,STOLEN,096,Casa Loma (96),156
-79.3412505818241,43.6607885150164,Other,1000,STOLEN,070,South Riverdale (70),979
-79.3753603549043,43.6687217078254,Outside,0,STOLEN,074,North St.James Town (74),486
-79.3305759091685,43.6703435691271,House,300,STOLEN,070,South Riverdale (70),979
-79.2916339623115,43.6961067165384,Apartment,600,STOLEN,061,Taylor-Massey (61),121
-79.4052913397793,43.6703078139532,Commercial,0,STOLEN,095,Annex (95),1272
-79.4052913397793,43.6703078139532,Commercial,525,STOLEN,095,Annex (95),1272
-79.3841910505493,43.6708037100493,Outside,750,STOLEN,098,Rosedale-Moore Park (98),641
-79.4358362213866,43.6504981989351,Commercial,NA,STOLEN,083,Dufferin Grove (83),398
-79.4281166239598,43.6359764797773,Commercial,1000,STOLEN,085,South Parkdale (85),401
-79.4370618209781,43.6552164056345,Commercial,200,STOLEN,083,Dufferin Grove (83),398
-79.3942335387789,43.6548107944083,Commercial,NA,STOLEN,078,Kensington-Chinatown (78),1237
-79.4331584222792,43.6485877959668,Apartment,200,STOLEN,084,Little Portugal (84),482
-79.3905225493137,43.675241917174,Commercial,400,STOLEN,095,Annex (95),1272
-79.3424979800634,43.6605275119552,House,800,STOLEN,070,South Riverdale (70),979
-79.3164589396555,43.6829627217821,Other,450,STOLEN,064,Woodbine Corridor (64),189
-79.398019833992,43.6394678785716,Apartment,NA,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.3659549542506,43.6489260880296,Apartment,800,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.3951501356816,43.6454480845518,Apartment,NA,STOLEN,164,Wellington Place (164),1293
-79.4980449977311,43.7677585651905,House,350,STOLEN,027,York University Heights (27),265
-79.245533449063,43.7399182791619,Apartment,0,STOLEN,138,Eglinton East (138),57
-79.3944919357787,43.6444415835453,Commercial,1199.99,STOLEN,164,Wellington Place (164),1293
-79.4391064202966,43.6400983889365,Outside,500,UNKNOWN,086,Roncesvalles (86),421
-79.4338236226742,43.6601858105642,Other,659,RECOVERED,083,Dufferin Grove (83),398
-79.3674107540807,43.652404391508,Apartment,2400,STOLEN,073,Moss Park (73),1110
-79.3764954559599,43.6714402105439,Outside,649,STOLEN,074,North St.James Town (74),486
-79.4121846300659,43.6544398976053,Other,150,STOLEN,081,Trinity-Bellwoods (81),540
-79.3906662393632,43.6504291895328,Commercial,1500,STOLEN,078,Kensington-Chinatown (78),1237
-79.1845214962234,43.7862739913207,Educational,200,STOLEN,134,Highland Creek (134),52
-79.4011106329617,43.6469652864393,Commercial,1200,STOLEN,164,Wellington Place (164),1293
-79.3212215225446,43.6724521908912,House,1600,STOLEN,065,Greenwood-Coxwell (65),343
-79.4042414461228,43.7329266764447,Commercial,1500,STOLEN,105,Lawrence Park North (105),146
-79.3790061481991,43.6579502970541,Educational,300,STOLEN,168,Downtown Yonge East (168),1618
-79.3408525882259,43.6664367346822,House,500,STOLEN,070,South Riverdale (70),979
-79.3798489527455,43.6699720090757,Apartment,NA,STOLEN,167,Church-Wellesley (167),1053
-79.3981419342902,43.646230385334,Outside,3800,STOLEN,164,Wellington Place (164),1293
-79.313711829737,43.6710759000658,Apartment,700,STOLEN,064,Woodbine Corridor (64),189
-79.3700991535413,43.6561628952666,Apartment,1200,STOLEN,073,Moss Park (73),1110
-79.4236193446089,43.7807854037223,House,180,STOLEN,036,Newtonbrook West (36),204
-79.360818364037,43.6646544037581,House,650,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.4236193446089,43.7807854037223,House,600,STOLEN,036,Newtonbrook West (36),204
-79.313711829737,43.6710759000658,Apartment,900,STOLEN,064,Woodbine Corridor (64),189
-79.3091009369405,43.6728887113763,House,900,STOLEN,063,The Beaches (63),382
-79.4713990242812,43.6602984585238,Educational,300,STOLEN,088,High Park North (88),448
-79.325271520142607,43.6749743913554,House,600,STOLEN,065,Greenwood-Coxwell (65),343
-79.4652298180643,43.6575718355023,House,600,STOLEN,088,High Park North (88),448
-79.4052913397793,43.6703078139532,Apartment,1000,STOLEN,095,Annex (95),1272
-79.4104871298363,43.6416937835773,Apartment,1200,STOLEN,162,West Queen West (162),579
-79.3935349444371,43.667256507135,Transit,200,STOLEN,169,Bay-Cloverhill (169),780
-79.4032720431247,43.6747470177193,Other,5686,STOLEN,095,Annex (95),1272
-79.4226852257703,43.649385793988,Outside,0,STOLEN,081,Trinity-Bellwoods (81),540
-79.3936742477052,43.675117617191,Apartment,800,STOLEN,095,Annex (95),1272
-79.3976088399513,43.6620788031634,Educational,400,STOLEN,079,University (79),1023
-79.374961656886,43.6712851104028,Apartment,1000,STOLEN,074,North St.James Town (74),486
-79.3505074713558,43.6604668015717,Commercial,3799,STOLEN,070,South Riverdale (70),979
-79.4263960245334,43.6536091999362,Outside,2000,STOLEN,084,Little Portugal (84),482
-79.3981829372969,43.6582635995207,Outside,700,STOLEN,079,University (79),1023
-79.2894848585204,43.6862828310753,Other,650,STOLEN,062,East End-Danforth (62),423
-79.438822582731,43.7318796536481,Apartment,614,STOLEN,032,Englemount-Lawrence (32),148
-79.400526446892,43.6763741206594,Outside,2000,STOLEN,095,Annex (95),1272
-79.3873991432116,43.6557072948111,Educational,700,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.3876619405637,43.6510264901301,Commercial,1000,STOLEN,078,Kensington-Chinatown (78),1237
-79.3941276365526,43.6470474861511,Outside,300,STOLEN,164,Wellington Place (164),1293
-79.4015481339327,43.6533528938821,House,200,STOLEN,078,Kensington-Chinatown (78),1237
-79.3706800513435,43.6507312898349,Outside,1000,STOLEN,073,Moss Park (73),1110
-79.3770179502708,43.6601890992929,Outside,5500,STOLEN,168,Downtown Yonge East (168),1618
-79.3703485900947,43.7143027459176,Educational,3000,STOLEN,056,Leaside-Bennington (56),251
-79.4294685235092,43.6402814859679,House,NA,STOLEN,085,South Parkdale (85),401
-79.4294685235092,43.6402814859679,House,NA,STOLEN,085,South Parkdale (85),401
-79.2883460613379,43.6912247252453,Other,NA,UNKNOWN,121,Oakridge (121),90
-79.394760241414,43.6607696009047,Educational,215,STOLEN,079,University (79),1023
-79.3928283608846,43.6850264414524,Apartment,4180.99,STOLEN,098,Rosedale-Moore Park (98),641
-79.3375618971235,43.6687811498208,Commercial,1000,STOLEN,070,South Riverdale (70),979
-79.3430739881862,43.6684412363725,House,600,STOLEN,068,North Riverdale (68),286
-79.3752405470602,43.6463492854529,Apartment,1700,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.5322273288053,43.6069727954814,Other,1200,STOLEN,020,Alderwood (20),50
-79.4018171352701,43.6576337993323,Commercial,1000,UNKNOWN,079,University (79),1023
-79.3837284444395,43.6557204948242,Apartment,459.99,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.4976905476406,43.704136453196,Other,500,STOLEN,028,Rustic (28),13
-79.3984355400764,43.6641073054674,Educational,500,RECOVERED,079,University (79),1023
-79.4015024375909,43.6612817033403,House,300,STOLEN,079,University (79),1023
-79.3976088399513,43.6620788031634,Educational,200,STOLEN,079,University (79),1023
-79.3773725503021,43.6609919000956,House,1100,STOLEN,168,Downtown Yonge East (168),1618
-79.3801621473433,43.6576948967987,Outside,100,STOLEN,168,Downtown Yonge East (168),1618
-79.3679586922662,43.7182033427574,House,669.99,STOLEN,056,Leaside-Bennington (56),251
-79.371397749622,43.6430916821953,Outside,1000,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.3968234398312,43.6601475009703,Educational,600,STOLEN,079,University (79),1023
-79.3940655413141,43.6590803989839,Educational,385,STOLEN,078,Kensington-Chinatown (78),1237
-79.3789567461455,43.6516907907944,Commercial,750,STOLEN,168,Downtown Yonge East (168),1618
-79.3973310575866,43.6950843344704,Apartment,1500,STOLEN,097,Yonge-St.Clair (97),163
-79.4093504075299,43.7603403880244,Commercial,750,STOLEN,153,Avondale (153),157
-79.3889099395405,43.6488107879144,Apartment,2030,STOLEN,164,Wellington Place (164),1293
-79.3809414494974,43.6657156048193,Apartment,1400,STOLEN,167,Church-Wellesley (167),1053
-79.3742757498698,43.6535016926053,Commercial,1000,STOLEN,168,Downtown Yonge East (168),1618
-79.3773725503021,43.6609919000956,House,300,STOLEN,168,Downtown Yonge East (168),1618
-79.3973310575866,43.6950843344704,Apartment,1500,STOLEN,097,Yonge-St.Clair (97),163
-79.3787565471547,43.6543176934214,Outside,500,STOLEN,168,Downtown Yonge East (168),1618
-79.4023298342978,43.6552298963656,Other,NA,STOLEN,078,Kensington-Chinatown (78),1237
-79.3807817474836,43.6593547984586,Apartment,2000,STOLEN,168,Downtown Yonge East (168),1618
-79.521712285282,43.680066403384,Other,NA,STOLEN,009,Edenbridge-Humber Valley (9),50
-79.521712285282,43.680066403384,Other,NA,STOLEN,009,Edenbridge-Humber Valley (9),50
-79.4652710158585,43.6535528246841,Outside,380,STOLEN,088,High Park North (88),448
-79.3807817474836,43.6593547984586,Apartment,1200,STOLEN,168,Downtown Yonge East (168),1618
-79.2228342093525,43.7731483152702,House,NA,STOLEN,141,Golfdale-Cedarbrae-Woburn (141),56
-79.3807817474836,43.6593547984586,Apartment,900,STOLEN,168,Downtown Yonge East (168),1618
-79.4007045391184,43.6650664071376,Educational,80,STOLEN,079,University (79),1023
-79.4170617276447,43.6500595947198,Outside,500,STOLEN,081,Trinity-Bellwoods (81),540
-79.4372626209112,43.6404422887804,Commercial,1500,STOLEN,086,Roncesvalles (86),421
-79.4136386322153,43.7878394008615,Apartment,1500,STOLEN,050,Newtonbrook East (50),81
-79.3253005086716,43.6643915629588,Outside,1000,STOLEN,065,Greenwood-Coxwell (65),343
-79.4681908194986,43.6563163410307,Apartment,0,STOLEN,088,High Park North (88),448
-79.3752405470602,43.6463492854529,Commercial,1000,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.4045593505873,43.734386577017,Commercial,999.99,STOLEN,105,Lawrence Park North (105),146
-79.5172071204693,43.6242016422175,Apartment,0,STOLEN,159,Etobicoke City Centre (159),155
-79.2951340593463,43.6960759147965,Commercial,340,STOLEN,061,Taylor-Massey (61),121
-79.3790061481991,43.6579502970541,Educational,1400,STOLEN,168,Downtown Yonge East (168),1618
-79.3412023122461,43.6814516835141,House,1199,STOLEN,066,Danforth (66),268
-79.394824947275,43.6750826170976,Commercial,750,STOLEN,095,Annex (95),1272
-79.2906589727164,43.7144019832007,Outside,NA,UNKNOWN,120,Clairlea-Birchmount (120),121
-79.291956355376,43.6818591343867,Outside,300,UNKNOWN,062,East End-Danforth (62),423
-79.28248468732,43.7240459723542,Commercial,400,STOLEN,120,Clairlea-Birchmount (120),121
-79.3485428759786,43.6639623114607,House,0,STOLEN,070,South Riverdale (70),979
-79.3764552527249,43.6664257055294,Outside,1000,STOLEN,074,North St.James Town (74),486
-79.4965147941053,43.7668126606741,Outside,300,STOLEN,027,York University Heights (27),265
-79.3466026086839,43.6835828832807,Outside,NA,UNKNOWN,059,Danforth East York (59),120
-79.4170667276431,43.6551665999085,Outside,600,STOLEN,080,Palmerston-Little Italy (80),501
-79.4253738273658,43.6808361143493,House,800,STOLEN,094,Wychwood (94),202
-79.3353228919734,43.6621159343298,Other,1200,STOLEN,070,South Riverdale (70),979
-79.386646645114,43.6606619997658,Outside,NA,STOLEN,169,Bay-Cloverhill (169),780
-79.4617422194856,43.6718938387931,House,NA,STOLEN,091,Weston-Pelham Park (91),69
-79.4435170188264,43.646461197293,House,1000,STOLEN,086,Roncesvalles (86),421
-79.38517394513,43.6592373983412,Outside,600,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.3142045373043,43.6786503148909,House,NA,RECOVERED,064,Woodbine Corridor (64),189
-79.4014507882017,43.7443734836341,Apartment,3500,STOLEN,041,Bridle Path-Sunnybrook-York Mills (41),55
-79.4014507882017,43.7443734836341,Apartment,5000,STOLEN,041,Bridle Path-Sunnybrook-York Mills (41),55
-79.430405824065,43.6609403101794,Outside,1500,STOLEN,172,Dovercourt Village (172),356
-79.2397401590003,43.7415829786943,Commercial,185,STOLEN,138,Eglinton East (138),57
-79.4652298180643,43.6575718355023,Outside,700,STOLEN,088,High Park North (88),448
-79.3984355400764,43.6641073054674,Educational,1200,STOLEN,079,University (79),1023
-79.3737671550415,43.6672884064532,Outside,900,STOLEN,074,North St.James Town (74),486
-79.3799562462733,43.6540727931765,Commercial,179,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.4529911634386,43.7908762399969,Outside,600,STOLEN,035,Westminster-Branson (35),105
-79.4041565870639,43.7439027823779,Commercial,NA,STOLEN,041,Bridle Path-Sunnybrook-York Mills (41),55
-79.4225899308043,43.6799749177266,Other,500,STOLEN,094,Wychwood (94),202
-79.4973886757135,43.7377102040556,House,200,UNKNOWN,025,Glenfield-Jane Heights (25),112
-79.4973886757135,43.7377102040556,House,400,UNKNOWN,025,Glenfield-Jane Heights (25),112
-79.3922455448513,43.666052205349,Educational,1200,STOLEN,169,Bay-Cloverhill (169),780
-79.4225899308043,43.6799749177266,Other,500,STOLEN,094,Wychwood (94),202
-79.3721949563986,43.6676352069557,Outside,1595.84,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.313711829737,43.6710759000658,House,1000,STOLEN,064,Woodbine Corridor (64),189
-79.4973886757135,43.7377102040556,House,500,UNKNOWN,025,Glenfield-Jane Heights (25),112
-79.4464344769017,43.7347475495103,Commercial,120,STOLEN,033,Clanton Park (33),87
-79.4464344769017,43.7347475495103,Commercial,NA,STOLEN,033,Clanton Park (33),87
-79.3551911695779,43.6648255063759,House,320,STOLEN,070,South Riverdale (70),979
-79.3192714254818,43.6728882948523,Outside,785.3,STOLEN,065,Greenwood-Coxwell (65),343
-79.387842949732,43.6728683130903,Outside,650,STOLEN,098,Rosedale-Moore Park (98),641
-79.4672815273094,43.6666038611922,Commercial,2500,STOLEN,090,Junction Area (90),220
-79.4086279376848,43.6689047135904,Apartment,1756.78,STOLEN,095,Annex (95),1272
-79.3482992975972,43.678268062025,Other,800,STOLEN,068,North Riverdale (68),286
-79.4523969186838,43.7143482562004,Apartment,2900,STOLEN,031,Yorkdale-Glen Park (31),186
-79.4073802324973,43.7048586948176,Apartment,800,STOLEN,100,Yonge-Eglinton (100),198
-79.3765502512035,43.6620517011555,Outside,1400,STOLEN,168,Downtown Yonge East (168),1618
-79.4029658385204,43.6655337082692,Outside,790,STOLEN,079,University (79),1023
-79.3880083482595,43.6699987097251,Outside,600,STOLEN,169,Bay-Cloverhill (169),780
-79.4072054966978,43.765112088106,Apartment,1800,STOLEN,152,East Willowdale (152),89
-79.5103845941532,43.660661402133,Outside,900,STOLEN,009,Edenbridge-Humber Valley (9),50
-79.40199183803,43.6630883053485,Educational,200,STOLEN,079,University (79),1023
-79.3715466495228,43.647648386752,Outside,1000,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.441296455124,43.716693857666,Apartment,NA,STOLEN,032,Englemount-Lawrence (32),148
-79.3859815448017,43.6590599981638,Apartment,100,STOLEN,170,Yonge-Bay Corridor (170),2141
-79.4390741875016,43.7001987629705,House,1000,STOLEN,102,Forest Hill North (102),144
-79.3852494531012,43.6753813160471,Other,1000,STOLEN,098,Rosedale-Moore Park (98),641
-79.326808423784,43.6788648981609,House,1850,STOLEN,065,Greenwood-Coxwell (65),343
-79.3894647386263,43.6459450850487,Apartment,850,STOLEN,164,Wellington Place (164),1293
-79.424114025294,43.6376098807647,Commercial,NA,STOLEN,085,South Parkdale (85),401
-79.4007522416375,43.6698121119444,Outside,NA,STOLEN,095,Annex (95),1272
-79.3912683363751,43.6401076791865,Outside,650,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.3767037512241,43.6624204015241,Outside,520,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.5194976489708,43.7025113602285,Outside,200,STOLEN,113,Weston (113),90
-79.3874041477723,43.6684721078694,Commercial,5800,STOLEN,169,Bay-Cloverhill (169),780
-79.3855491405765,43.6460531851568,Commercial,700,STOLEN,164,Wellington Place (164),1293
-79.3874041477723,43.6684721078694,Commercial,1000,STOLEN,169,Bay-Cloverhill (169),780
-79.3874041477723,43.6684721078694,Commercial,1500,STOLEN,169,Bay-Cloverhill (169),780
-79.4520542159807,43.6447583984359,House,150,STOLEN,087,High Park-Swansea (87),291
-79.4385599204788,43.657570809273,House,1000,STOLEN,083,Dufferin Grove (83),398
-79.5428008260347,43.6046295933061,House,NA,RECOVERED,020,Alderwood (20),50
-79.4398214200583,43.6453178949179,House,2400,STOLEN,086,Roncesvalles (86),421
-79.481349115956,43.6458897431208,House,NA,STOLEN,087,High Park-Swansea (87),291
-79.5319797343237,43.7081289371616,Other,200,STOLEN,113,Weston (113),90
-79.4060356402198,43.6721819160754,Other,1300,STOLEN,095,Annex (95),1272
-79.4101477315052,43.6559691984556,Apartment,0,STOLEN,081,Trinity-Bellwoods (81),540
-79.3650017587484,43.6610478001515,House,700,STOLEN,072,Regent Park (72),329
-79.4195534268142,43.6385122809916,Apartment,800,STOLEN,163,Fort York-Liberty Village (163),699
-79.4101477315052,43.6559691984556,Outside,500,STOLEN,081,Trinity-Bellwoods (81),540
-79.4052020315979,43.6374612774235,Apartment,0,STOLEN,163,Fort York-Liberty Village (163),699
-79.3650017587484,43.6610478001515,House,52.5,STOLEN,072,Regent Park (72),329
-79.3691329532559,43.6533743924781,Other,2000,STOLEN,073,Moss Park (73),1110
-79.3691329532559,43.6533743924781,Other,NA,STOLEN,073,Moss Park (73),1110
-79.3914841569789,43.7081541148941,Apartment,724.88,STOLEN,173,North Toronto (173),198
-79.3757400467272,43.6474591865628,Commercial,888,STOLEN,166,St Lawrence-East Bayfront-The Islands,1295
-79.4867454117076,43.6479292373281,Apartment,2000,STOLEN,087,High Park-Swansea (87),291
-79.3956941420939,43.6646771051234,Educational,200,STOLEN,079,University (79),1023
-79.1845214962234,43.7862739913207,Educational,200,STOLEN,134,Highland Creek (134),52
-79.2330645450451,43.726586490917,House,300,UNKNOWN,123,Cliffcrest (123),42
-79.3780910743105,43.7167415234083,Commercial,4300,STOLEN,041,Bridle Path-Sunnybrook-York Mills (41),55
-79.3870670479449,43.6685417079251,Apartment,1000,STOLEN,169,Bay-Cloverhill (169),780
-79.3914794666364,43.6886441481969,House,2000,STOLEN,098,Rosedale-Moore Park (98),641
-79.4431095941068,43.6934969717951,Outside,350,STOLEN,107,Oakwood Village (107),136
-79.4021120326279,43.6361016754391,Outside,NA,STOLEN,163,Fort York-Liberty Village (163),699
-79.3836640414446,43.641588980667,Commercial,600,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.4101477315052,43.6559691984556,Apartment,600,STOLEN,081,Trinity-Bellwoods (81),540
-79.3675218589514,43.666865706087,Other,400,STOLEN,071,Cabbagetown-South St.James Town (71),565
-79.3203705238153,43.6726401926313,House,NA,STOLEN,065,Greenwood-Coxwell (65),343
-79.3203705238153,43.6726401926313,House,NA,STOLEN,065,Greenwood-Coxwell (65),343
-79.3912724369271,43.6434159825197,Apartment,300,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.432660953337,43.7837393171371,House,2000,STOLEN,036,Newtonbrook West (36),204
-79.4120870650306,43.772489491417,Outside,13000,STOLEN,151,Yonge-Doris (151),175
-79.3922455448513,43.666052205349,Educational,0,STOLEN,169,Bay-Cloverhill (169),780
-79.4682229224779,43.6604816507437,House,800,STOLEN,090,Junction Area (90),220
-79.3277810325898,43.7273427353489,Apartment,120,STOLEN,042,Banbury-Don Mills (42),85
-79.3810046432175,43.6417547808585,Other,2500,STOLEN,165,Harbourfront-CityPlace (165),1044
-79.3922455448513,43.666052205349,Educational,1000,STOLEN,169,Bay-Cloverhill (169),780
-79.4332106222618,43.6437002910966,House,1000,STOLEN,086,Roncesvalles (86),421
-79.205862220355,43.7645808946059,Outside,450,STOLEN,135,Morningside (135),17
-79.5586050871298,43.6084258047435,Apartment,1450,STOLEN,159,Etobicoke City Centre (159),155
-79.3007621587397,43.7080850893531,Apartment,600,STOLEN,054,O'Connor-Parkview (54),78
-79.3649934572054,43.6569437960475,Outside,200,STOLEN,072,Regent Park (72),329
-79.3763604501496,43.6585104976143,Apartment,100,STOLEN,168,Downtown Yonge East (168),1618
-79.3880083482595,43.6699987097251,Commercial,489,STOLEN,169,Bay-Cloverhill (169),780
-79.4524062284401,43.7795954198032,Apartment,679.95,STOLEN,035,Westminster-Branson (35),105
-79.4524062284401,43.7795954198032,Apartment,799.95,STOLEN,035,Westminster-Branson (35),105
-79.4417645727193,43.7309859507601,Outside,500,STOLEN,032,Englemount-Lawrence (32),148
-79.4681908194986,43.6563163410307,Outside,449,STOLEN,088,High Park North (88),448
