"longitude","latitude","id"
-79.4436451189999,43.637657187,1
-79.41465353,43.6605248050001,2
-79.395642735,43.640020679,3
-79.429565692,43.718424763,4
-79.4046775319999,43.64896379,5
-79.372690151,43.6523765910001,6
-79.3737671549999,43.6672884060001,7
-79.393760036,43.642772182,8
-79.4037854429999,43.7311447760001,9
-79.375189549,43.6518039910001,10
-79.375189549,43.6518039910001,11
-79.423375825,43.6859317070001,12
-79.37965165,43.6637800030001,13
-79.3763604499999,43.6585104980001,14
-79.363043405,43.7058698750001,15
-79.397562179,43.779307499,16
-79.43712597,43.718602359,17
-79.340589584,43.6622735220001,18
-79.3793579489999,43.6618755010001,19
-79.355802064,43.656528296,20
-79.401110633,43.6469652860001,21
-79.330782396,43.6603254400001,22
-79.3809177429999,43.6415572810001,23
-79.396540236,43.649438989,24
-79.420925332,43.6700142170001,25
-79.385549141,43.646053185,26
-79.420925332,43.6700142170001,27
-79.35329351,43.6885245920001,28
-79.4342234219999,43.646302494,29
-79.403903814,43.755930788,30
-79.382385542,43.6502763890001,31
-79.518032091,43.597972299,32
-79.3723764529999,43.6581656970001,33
-79.395642735,43.640020679,34
-79.4342234219999,43.646302494,35
-79.303637167,43.730682146,36
-79.4485364189999,43.6624394190001,37
-79.406982831,43.651378193,38
-79.3920588409999,43.655806195,39
-79.424758219,43.6890838960001,40
-79.2189016839999,43.7431770860001,41
-79.424758219,43.6890838960001,42
-79.377879051,43.665212904,43
-79.362134357,43.650185289,44
-79.494147402,43.6725846300001,45
-79.377879051,43.665212904,46
-79.3959389509999,43.704742615,47
-79.377879051,43.665212904,48
-79.360570309,43.703168882,49
-79.4732411159999,43.6720008440001,50
-79.437875678,43.7083132590001,51
-79.350862111,43.687966192,52
-79.369132953,43.653374392,53
-79.428721809,43.732135363,54
-79.450544318,43.661044018,55
-79.377879051,43.665212904,56
-79.502874499,43.6707993320001,57
-79.436600321,43.638731486,58
-79.3734416519999,43.6572984960001,59
-79.387067048,43.6685417080001,60
-79.357213096,43.682930567,61
-79.357213096,43.682930567,62
-79.386365246,43.6624776020001,63
-79.359091608,43.712872168,64
-79.435528022,43.6786888140001,65
-79.403981932,43.647194088,66
-79.36561526,43.666529806,67
-79.3341607899999,43.659437129,68
-79.523982847,43.703829957,69
-79.320282327,43.675329699,70
-79.409982836,43.66539041,71
-79.383779047,43.663037902,72
-79.406982831,43.651378193,73
-79.274946525,43.749452762,74
-79.5870386779999,43.7509834780001,75
-79.3884986469999,43.6674341070001,76
-79.475210626,43.661114766,77
-79.4446670849999,43.6977162640001,78
-79.3867607489999,43.6702328100001,79
-79.4046775319999,43.64896379,80
-79.443437721,43.665368319,81
-79.443437721,43.665368319,82
-79.443437721,43.665368319,83
-79.356911963,43.6582391970001,84
-79.375861249,43.654946894,85
-79.298008249,43.6789023310001,86
-79.3884986469999,43.6674341070001,87
-79.3884986469999,43.6674341070001,88
-79.378756547,43.654317693,89
-79.3700991539999,43.6561628950001,90
-79.3420564959999,43.672090251,91
-79.369449053,43.654522394,92
-79.366507697,43.711294659,93
-79.381358446,43.6573980970001,94
-79.482885615,43.667971251,95
-79.397388642,43.668034209,96
-79.390587247,43.6694730090001,97
-79.376703751,43.6624204020001,98
-79.3737671549999,43.6672884060001,99
-79.402329834,43.655229896,100
-79.48275282,43.6635110610001,101
-79.48275282,43.6635110610001,102
-79.367588755,43.6563596950001,103
-79.322999598,43.652405539,104
-79.2639598819999,43.69694343,105
-79.4024113409999,43.669457212,106
-79.3176501189999,43.6660889830001,107
-79.372194956,43.667635207,108
-79.3626715359999,43.7752753030001,109
-79.382087047,43.6605698000001,110
-79.377842049,43.6582068970001,111
-79.374926253,43.6643246030001,112
-79.397178352,43.701131521,113
-79.364272403,43.7056027730001,114
-79.384562747,43.664920404,115
-79.383728444,43.655720495,116
-79.364272403,43.7056027730001,117
-79.443661079,43.70169316,118
-79.4129733359999,43.6696091150001,119
-79.582708499,43.633361344,120
-79.383092247,43.6613701,121
-79.386161844,43.657762597,122
-79.401110633,43.6469652860001,123
-79.35850441,43.711444672,124
-79.29696906,43.7004734070001,125
-79.376447249,43.6548291940001,126
-79.398723336,43.654923195,127
-79.377842049,43.6582068970001,128
-79.3737671549999,43.6672884060001,129
-79.3657302,43.7061266690001,130
-79.320282327,43.675329699,131
-79.387456049,43.671928912,132
-79.386139048,43.6687295080001,133
-79.412978357,43.776081994,134
-79.4160707299999,43.6640725090001,135
-79.346280001,43.678661267,136
-79.444970784,43.698472963,137
-79.432924929,43.6753040240001,138
-79.329250815,43.673897982,139
-79.384191051,43.67080371,140
-79.3442385019999,43.677377165,141
-79.534455894,43.6394041390001,142
-79.472827825,43.657751461,143
-79.303729561,43.722130459,144
-79.324980629,43.681501707,145
-79.339995006,43.67664417,146
-79.3801027489999,43.663695803,147
-79.294287965,43.707440095,148
-79.294287965,43.707440095,149
-79.294287965,43.707440095,150
-79.294287965,43.707440095,151
-79.294287965,43.707440095,152
-79.338168111,43.678319378,153
-79.3708875559999,43.664505504,154
-79.425806425,43.6494780940001,155
-79.342997598,43.6743674570001,156
-79.477291102,43.680554816,157
-79.379562847,43.6562871950001,158
-79.390786339,43.6491253880001,159
-79.413961629,43.63867078,160
-79.381197846,43.6570208960001,161
-79.376528849,43.6566318960001,162
-79.383092247,43.6613701,163
-79.381876747,43.660056899,164
-79.369498455,43.6586558980001,165
-79.43855992,43.657570809,166
-79.438304121,43.635894283,167
-79.439159921,43.659097311,168
-79.4293931239999,43.6611570100001,169
-79.382700942,43.639449078,170
-79.385445642,43.6539008930001,171
-79.383092247,43.6613701,172
-79.395642735,43.640020679,173
-79.399664736,43.6567171980001,174
-79.38755195,43.672160112,175
-79.3961410589999,43.696131834,176
-79.384191051,43.67080371,177
-79.341934426,43.6918077110001,178
-79.379461947,43.656030695,179
-79.442154591,43.695783868,180
-79.1301070489999,43.781038171,181
-79.3817052429999,43.6518894910001,182
-79.4916628239999,43.757235069,183
-79.3888627469999,43.6681955080001,184
-79.3949219359999,43.645496785,185
