hood_num,longitude,latitude
165,-79.3956427347843,43.6400206791244
168,-79.3726901505519,43.6523765914803
165,-79.3937600356872,43.6427721818759
168,-79.3751895486948,43.6518039909077
168,-79.3751895486948,43.6518039909077
167,-79.379651649712,43.6637800028837
168,-79.3763604501496,43.6585104976143
167,-79.379357949273,43.6618755009793
164,-79.4011106329617,43.6469652864393
166,-79.3809177432754,43.6415572806237
164,-79.3855491405765,43.6460531851568
170,-79.3823855423882,43.65027638938
165,-79.3956427347843,43.6400206791244
166,-79.3621343568586,43.6501852892888
169,-79.3870670479449,43.6685417079251
169,-79.386365245813,43.6624776015813
167,-79.3837790468618,43.6630379021417
169,-79.3884986468509,43.6674341066959
167,-79.3867607489655,43.6702328098251
168,-79.3758612492946,43.6549468940506
169,-79.3884986468509,43.6674341066959
169,-79.3884986468509,43.6674341066959
168,-79.3787565471547,43.6543176934214
170,-79.3813584464469,43.6573980965019
169,-79.3905872468585,43.6694730093903
168,-79.3820870470184,43.6605697996736
168,-79.3778420490607,43.6582068973107
167,-79.3845627472281,43.6649204040241
170,-79.3837284444395,43.6557204948242
167,-79.383092246615,43.6613701004739
170,-79.3861618443091,43.6577625968664
164,-79.4011106329617,43.6469652864393
168,-79.3764472488647,43.6548291939329
168,-79.3778420490607,43.6582068973107
167,-79.3861390484279,43.6687295080645
167,-79.3841910505493,43.6708037100493
167,-79.3801027493832,43.6636958027995
168,-79.3795628472736,43.6562871953909
164,-79.3907863389194,43.649125388229
163,-79.4139616286781,43.6386707802279
168,-79.3811978464282,43.6570208961247
168,-79.3765288494112,43.6566318957356
167,-79.383092246615,43.6613701004739
168,-79.3818767469876,43.6600568991606
165,-79.3827009420866,43.6394490778127
170,-79.3854456422606,43.6539008930046
167,-79.383092246615,43.6613701004739
165,-79.3956427347843,43.6400206791244
167,-79.3841910505493,43.6708037100493
168,-79.3794619472554,43.6560306951344
170,-79.3817052433795,43.6518894909931
169,-79.3888627470576,43.6681955076369
164,-79.394921935802,43.6454967846004
170,-79.3893446431875,43.6575806966845
170,-79.3843685447556,43.6573087964126
170,-79.379145444457,43.6460476851513
168,-79.3770179502708,43.6601890992929
166,-79.3715466495228,43.647648386752
165,-79.3899764377768,43.6437026828064
168,-79.3769330479008,43.6529091920128
170,-79.3835648415686,43.6479159870196
168,-79.3807817474836,43.6593547984586
167,-79.3801027493832,43.6636958027995
164,-79.3897247386646,43.6465989857026
163,-79.4186468271164,43.6353491773902
168,-79.3773725503021,43.6609919000956
170,-79.3807069451267,43.6521346912383
170,-79.3837284444395,43.6557204948242
166,-79.3754644469109,43.6433094824131
170,-79.3840092445827,43.6564307955346
167,-79.3797337493324,43.662805301909
168,-79.3770179502708,43.6601890992929
166,-79.3752405470602,43.6463492854529
170,-79.382088246527,43.659098198202
167,-79.3820262502107,43.6683471074508
168,-79.3769330479008,43.6529091920128
169,-79.3935349444371,43.667256507135
167,-79.3800438529141,43.6704199095236
169,-79.3834067466836,43.6621309012347
168,-79.3728354505733,43.6527314918352
168,-79.3787565471547,43.6543176934214
167,-79.3820262502107,43.6683471074508
167,-79.379033751928,43.6679305070342
165,-79.3944049351969,43.6401405792443
167,-79.379033751928,43.6679305070342
168,-79.3769330479008,43.6529091920128
165,-79.3944049351969,43.6401405792443
169,-79.3911355450142,43.6648515039552
165,-79.3944049351969,43.6401405792443
170,-79.3855078408424,43.6488755879792
165,-79.3944049351969,43.6401405792443
170,-79.3848586449889,43.6584985976024
170,-79.3807069451267,43.6521346912383
169,-79.3894835474489,43.669707709559
170,-79.379145444457,43.6460476851513
163,-79.4139616286781,43.6386707802279
164,-79.3907863389194,43.649125388229
169,-79.3870670479449,43.6685417079251
163,-79.4205324264879,43.638305880956
168,-79.3785193491588,43.6598556989595
169,-79.3906202447696,43.6636025027063
167,-79.3820870470184,43.6605697996736
170,-79.3840092445827,43.6564307955346
169,-79.3860928455999,43.6615659006696
169,-79.3837790468618,43.6630379021417
163,-79.4159202280253,43.6390320808348
169,-79.3874041477723,43.6684721078694
170,-79.3837284444395,43.6557204948242
169,-79.3894894456882,43.6652274043311
167,-79.3813498495625,43.6666985058022
170,-79.3840092445827,43.6564307955346
170,-79.3873991432116,43.6557072948111
166,-79.3597546586376,43.6507629898666
170,-79.379145444457,43.6460476851513
168,-79.3807817474836,43.6593547984586
166,-79.3754644469109,43.6433094824131
170,-79.3810634433654,43.6505637896674
166,-79.3754644469109,43.6433094824131
170,-79.384101241384,43.6491840882877
170,-79.3863740443772,43.6581790972829
166,-79.3810046432175,43.6417547808585
170,-79.3813201433936,43.6511616902653
168,-79.3795628472736,43.6562871953909
168,-79.3793664467043,43.65418629329
170,-79.3837284444395,43.6557204948242
163,-79.4141529286143,43.6391704808007
170,-79.3835648415686,43.6479159870196
167,-79.3813498495625,43.6666985058022
170,-79.3837284444395,43.6557204948242
169,-79.3837790468618,43.6630379021417
168,-79.3820870470184,43.6605697996736
163,-79.4139616286781,43.6386707802279
170,-79.3811978464282,43.6570208961247
170,-79.3785251448705,43.6483861874898
170,-79.3837284444395,43.6557204948242
167,-79.3813498495625,43.6666985058022
168,-79.3787565471547,43.6543176934214
170,-79.383092246615,43.6613701004739
168,-79.3767037512241,43.6624204015241
167,-79.379357949273,43.6618755009793
170,-79.3858482454299,43.6608113999152
166,-79.3666616540012,43.6506676897713
170,-79.3854786439879,43.6561156952194
169,-79.3876948464278,43.6656518047555
170,-79.3807069451267,43.6521346912383
170,-79.3846381413742,43.6504342895379
170,-79.3837284444395,43.6557204948242
170,-79.3903521436223,43.6598923989962
166,-79.3623615566461,43.6473316864353
166,-79.3768282460017,43.6411486800789
170,-79.3809129463861,43.6563247954285
168,-79.3792617461906,43.6524358915396
169,-79.3880949465886,43.6665341056378
170,-79.3843685447556,43.6573087964126
165,-79.3944449351836,43.6402448793485
163,-79.4141529286143,43.6391704808007
170,-79.3837284444395,43.6557204948242
168,-79.3778924452923,43.6491434882471
169,-79.386486647436,43.6671619063278
169,-79.3888627470576,43.6681955076369
170,-79.3837284444395,43.6557204948242
166,-79.3645932551583,43.6492314883351
166,-79.3768282460017,43.6411486800789
163,-79.4023944325338,43.6367617761937
170,-79.3873991432116,43.6557072948111
168,-79.3811978464282,43.6570208961247
170,-79.3837284444395,43.6557204948242
163,-79.4159202280253,43.6390320808348
166,-79.3768282460017,43.6411486800789
169,-79.3888627470576,43.6681955076369
163,-79.4005913331348,43.634502573634
166,-79.375828846668,43.6442321833358
170,-79.3807069451267,43.6521346912383
168,-79.3778420490607,43.6582068973107
170,-79.3837284444395,43.6557204948242
166,-79.3768282460017,43.6411486800789
168,-79.3763604501496,43.6585104976143
167,-79.3841910505493,43.6708037100493
164,-79.3988276337227,43.6414229805267
170,-79.3806752463596,43.6557698948736
166,-79.3754644469109,43.6433094824131
169,-79.3882290447446,43.6611361002399
170,-79.3854786439879,43.6561156952194
170,-79.3903521436223,43.6598923989962
166,-79.3754644469109,43.6433094824131
169,-79.3859087470931,43.6658615049652
164,-79.3883851394897,43.6475698866735
167,-79.3861045483936,43.6686421079645
170,-79.3837284444395,43.6557204948242
165,-79.3827009420866,43.6394490778127
164,-79.4037183320925,43.6464649868082
168,-79.3769330479008,43.6529091920128
168,-79.3758612492946,43.6549468940506
164,-79.3894674396941,43.6502232893269
170,-79.3809129463861,43.6563247954285
167,-79.383092246615,43.6613701004739
169,-79.3874125448111,43.6605192996231
168,-79.3772658469362,43.6506809897846
