hood_num,longitude,latitude
100,-79.4002649414966,43.7063519023338
100,-79.4008010393577,43.7077791978193
100,-79.3973189510858,43.7017978195342
100,-79.4027193384843,43.705841399922
102,-79.4375026872622,43.7019680631214
100,-79.3966084555738,43.6983014289463
100,-79.4030277455188,43.697334518618
100,-79.3978414478435,43.7043523120344
100,-79.4048722357664,43.7053849976609
100,-79.3978414478435,43.7043523120344
100,-79.3983132447477,43.7067408049577
102,-79.4282714008481,43.7022606687527
102,-79.4282714008481,43.7022606687527
102,-79.4331161954329,43.7003069668253
102,-79.4331161954329,43.7003069668253
102,-79.4399966872611,43.6995630631442
102,-79.4331161954329,43.7003069668253
102,-79.4380873884911,43.7004463635027
102,-79.4380873884911,43.7004463635027
102,-79.4380873884911,43.7004463635027
102,-79.440599384062,43.7010727606371
102,-79.440599384062,43.7010727606371
102,-79.4382765863941,43.7017634627623
102,-79.4331161954329,43.7003069668253
102,-79.4331161954329,43.7003069668253
102,-79.4320937950169,43.7023096661718
102,-79.4345653897547,43.7036845637889
100,-79.3978033480858,43.7041635125914
102,-79.4359807937064,43.6987561669122
100,-79.4042555337006,43.7098731894642
102,-79.428624599819,43.7030537679885
102,-79.433781792833,43.7019443653248
102,-79.433781792833,43.7019443653248
102,-79.433781792833,43.7019443653248
100,-79.4010237382447,43.7091678947211
102,-79.4309646928684,43.7070746637478
100,-79.4050106324268,43.7106740873295
102,-79.4345653897547,43.7036845637889
102,-79.4345653897547,43.7036845637889
102,-79.4279240018505,43.7014206695443
102,-79.4279240018505,43.7014206695443
102,-79.4382765863941,43.7017634627623
102,-79.4311682946087,43.704502365327
102,-79.4334606941291,43.7011345660497
102,-79.4334606941291,43.7011345660497
102,-79.4341512914693,43.7027079646231
100,-79.3978414478435,43.7043523120344
102,-79.435241886733,43.7053505624541
100,-79.3968090542159,43.6993250264205
102,-79.4289510987806,43.7038595672336
102,-79.440599384062,43.7010727606371
102,-79.440599384062,43.7010727606371
102,-79.437750488861,43.7005137636883
102,-79.4347506949079,43.6990275672937
102,-79.4347506949079,43.6990275672937
100,-79.4002649414966,43.7063519023338
102,-79.4345653897547,43.7036845637889
102,-79.435241886733,43.7053505624541
102,-79.4331161954329,43.7003069668253
102,-79.4331161954329,43.7003069668253
102,-79.4303102952923,43.7055169652225
102,-79.4303102952923,43.7055169652225
102,-79.4334606941291,43.7011345660497
102,-79.4334606941291,43.7011345660497
102,-79.433781792833,43.7019443653248
100,-79.3966084555738,43.6983014289463
102,-79.4289510987806,43.7038595672336
100,-79.4035484405128,43.7020926075835
102,-79.4390741875016,43.7001987629705
100,-79.4072367292943,43.7111672838903
100,-79.4072367292943,43.7111672838903
102,-79.435241886733,43.7053505624541
102,-79.4278995997771,43.7051506670739
102,-79.4359807937064,43.6987561669122
100,-79.4030277455188,43.697334518618
102,-79.4363777850473,43.7050973610779
100,-79.4030277455188,43.697334518618
102,-79.4313672974943,43.7006784677436
100,-79.4010037384433,43.7086519955862
100,-79.407662429397,43.7091563861061
102,-79.4211631098962,43.7091591716201
102,-79.4334606941291,43.7011345660497
100,-79.4011423438485,43.7025885107163
100,-79.39964424674,43.7021055146756
100,-79.39964424674,43.7021055146756
102,-79.4258993040054,43.7033313696203
100,-79.4010237382447,43.7091678947211
100,-79.4008010393577,43.7077791978193
100,-79.4073802324973,43.7048586948176
102,-79.4390741875016,43.7001987629705
100,-79.4002649414966,43.7063519023338
100,-79.4002649414966,43.7063519023338
100,-79.4002649414966,43.7063519023338
100,-79.4035484405128,43.7020926075835
100,-79.4017118397322,43.7060517009344
100,-79.4017118397322,43.7060517009344
102,-79.4270451998913,43.7079211657965
100,-79.4098556309976,43.7013175975594
100,-79.4014469365213,43.7126451885767
100,-79.4072367292943,43.7111672838903
100,-79.4072367292943,43.7111672838903
100,-79.4008010393577,43.7077791978193
102,-79.4211631098962,43.7091591716201
102,-79.4223987099276,43.702886974551
100,-79.4098556309976,43.7013175975594
102,-79.4334606941291,43.7011345660497
100,-79.3983132447477,43.7067408049577
102,-79.4190953156043,43.7023738801388
102,-79.4359807937064,43.6987561669122
102,-79.4261212032548,43.7042667688488
102,-79.4261212032548,43.7042667688488
102,-79.433781792833,43.7019443653248
102,-79.433781792833,43.7019443653248
100,-79.405315231724,43.7115639856579
100,-79.4008010393577,43.7077791978193
100,-79.4008010393577,43.7077791978193
102,-79.4239487064069,43.7056992701535
100,-79.4010237382447,43.7091678947211
100,-79.4010237382447,43.7091678947211
100,-79.4107575251708,43.7094544825205
100,-79.3986511426887,43.7082256004241
102,-79.4223987099276,43.702886974551
100,-79.3998254493109,43.6992027215569
102,-79.4190953156043,43.7023738801388
100,-79.3992797402471,43.7110989941146
100,-79.4033008364192,43.7072604956211
100,-79.4013920366807,43.7123867890567
100,-79.3993568479656,43.701364017137
100,-79.4008010393577,43.7077791978193
100,-79.4013920366807,43.7123867890567
100,-79.4042555337006,43.7098731894642
100,-79.4042555337006,43.7098731894642
100,-79.3994602396433,43.7118498925096
100,-79.4008010393577,43.7077791978193
100,-79.4048722357664,43.7053849976609
100,-79.3969822529885,43.7002996239339
100,-79.4023543421878,43.7023303091829
100,-79.4008010393577,43.7077791978193
100,-79.4048722357664,43.7053849976609
100,-79.4048722357664,43.7053849976609
100,-79.4008010393577,43.7077791978193
102,-79.4311682946087,43.704502365327
102,-79.4334606941291,43.7011345660497
100,-79.4010237382447,43.7091678947211
102,-79.4226700091564,43.703844073403
100,-79.3983132447477,43.7067408049577
100,-79.4104065259311,43.7085776839522
100,-79.4048722357664,43.7053849976609
102,-79.4382933915091,43.6982528662567
102,-79.4179441159828,43.706994377564
102,-79.4179441159828,43.706994377564
102,-79.437750488861,43.7005137636883
102,-79.437750488861,43.7005137636883
102,-79.4289510987806,43.7038595672336
102,-79.4289510987806,43.7038595672336
100,-79.4008010393577,43.7077791978193
100,-79.3968090542159,43.6993250264205
100,-79.3968090542159,43.6993250264205
100,-79.4028977400731,43.7037551047283
100,-79.4008010393577,43.7077791978193
100,-79.3978414478435,43.7043523120344
100,-79.4072367292943,43.7111672838903
100,-79.3986040429929,43.7080030010993
100,-79.4073802324973,43.7048586948176
100,-79.3968090542159,43.6993250264205
100,-79.3988585418405,43.7091109983587
100,-79.4046651331812,43.7097926890623
102,-79.437750488861,43.7005137636883
100,-79.4010237382447,43.7091678947211
102,-79.437750488861,43.7005137636883
102,-79.437750488861,43.7005137636883
102,-79.437750488861,43.7005137636883
102,-79.4359807937064,43.6987561669122
100,-79.3992797402471,43.7110989941146
100,-79.4010237382447,43.7091678947211
100,-79.3983132447477,43.7067408049577
100,-79.4101323267432,43.7077204856266
102,-79.438992084027,43.702666760938
100,-79.3983132447477,43.7067408049577
102,-79.4332487890183,43.7065837625523
102,-79.4332487890183,43.7065837625523
102,-79.4359807937064,43.6987561669122
102,-79.4359807937064,43.6987561669122
100,-79.3993568479656,43.701364017137
100,-79.3993568479656,43.701364017137
100,-79.3997926384857,43.7135252891181
100,-79.4033008364192,43.7072604956211
100,-79.4033008364192,43.7072604956211
100,-79.4033008364192,43.7072604956211
102,-79.4311682946087,43.704502365327
100,-79.4042555337006,43.7098731894642
102,-79.4334606941291,43.7011345660497
102,-79.4334606941291,43.7011345660497
102,-79.433781792833,43.7019443653248
102,-79.4278995997771,43.7051506670739
100,-79.3966084555738,43.6983014289463
102,-79.4331161954329,43.7003069668253
102,-79.4382765863941,43.7017634627623
102,-79.4190953156043,43.7023738801388
102,-79.4383828914223,43.6982357662296
102,-79.4383828914223,43.6982357662296
100,-79.4010237382447,43.7091678947211
100,-79.4010237382447,43.7091678947211
102,-79.4223987099276,43.702886974551
102,-79.4359807937064,43.6987561669122
100,-79.400236244218,43.7036454095427
102,-79.4359807937064,43.6987561669122
102,-79.4207093112453,43.7073809734046
100,-79.4010237382447,43.7091678947211
102,-79.4332487890183,43.7065837625523
102,-79.4226700091564,43.703844073403
102,-79.4226700091564,43.703844073403
100,-79.3969822529885,43.7002996239339
102,-79.4256374050911,43.7015967709513
100,-79.4010827377054,43.7105498924009
100,-79.3999250455253,43.7028307122522
100,-79.3999250455253,43.7028307122522
100,-79.4073802324973,43.7048586948176
102,-79.4226700091564,43.703844073403
100,-79.3986040429929,43.7080030010993
100,-79.3996823388452,43.7130106901636
102,-79.4266148015302,43.7062082672254
100,-79.4107575251708,43.7094544825205
100,-79.4107575251708,43.7094544825205
100,-79.4017118397322,43.7060517009344
100,-79.4048722357664,43.7053849976609
102,-79.4322891939623,43.7031366654902
102,-79.4233317087164,43.7018553738603
100,-79.4048722357664,43.7053849976609
100,-79.4010237382447,43.7091678947211
100,-79.3983132447477,43.7067408049577
100,-79.4033008364192,43.7072604956211
100,-79.4048722357664,43.7053849976609
100,-79.3983132447477,43.7067408049577
100,-79.4102505297567,43.7023404950215
100,-79.4002649414966,43.7063519023338
100,-79.405315231724,43.7115639856579
102,-79.4258993040054,43.7033313696203
100,-79.3983132447477,43.7067408049577
100,-79.3994602396433,43.7118498925096
102,-79.4334606941291,43.7011345660497
102,-79.431964795189,43.7023361662401
102,-79.4226700091564,43.703844073403
102,-79.438992084027,43.702666760938
100,-79.4008010393577,43.7077791978193
102,-79.4266148015302,43.7062082672254
100,-79.3971783519213,43.7011315214802
100,-79.3971783519213,43.7011315214802
100,-79.3986136510865,43.6994468231135
102,-79.4311682946087,43.704502365327
100,-79.400236244218,43.7036454095427
102,-79.4311682946087,43.704502365327
102,-79.4282384987082,43.7059566663106
100,-79.4074343345435,43.7018331009991
100,-79.3983132447477,43.7067408049577
102,-79.4334765911722,43.7040354641225
102,-79.4368391867308,43.7031553628866
102,-79.4368391867308,43.7031553628866
102,-79.440599384062,43.7010727606371
100,-79.3983132447477,43.7067408049577
100,-79.4008010393577,43.7077791978193
100,-79.3971783519213,43.7011315214802
102,-79.440599384062,43.7010727606371
100,-79.4061081341719,43.7051213962954
102,-79.4324048938036,43.7031100654308
102,-79.4324048938036,43.7031100654308
102,-79.4192699125995,43.7105151730249
100,-79.3983132447477,43.7067408049577
100,-79.3983132447477,43.7067408049577
100,-79.3983132447477,43.7067408049577
100,-79.4041314413485,43.6999857114286
100,-79.409603129518,43.7043817923633
100,-79.400236244218,43.7036454095427
102,-79.4313672974943,43.7006784677436
100,-79.4012169372143,43.7114863907186
102,-79.4256374050911,43.7015967709513
100,-79.3974684501757,43.7025213174182
100,-79.4008010393577,43.7077791978193
100,-79.4057141309083,43.7124155839528
102,-79.4261212032548,43.7042667688488
102,-79.4261212032548,43.7042667688488
100,-79.3969023535921,43.6997933252678
102,-79.4233317087164,43.7018553738603
100,-79.3989813414045,43.709588497286
100,-79.4010237382447,43.7091678947211
100,-79.3986511426887,43.7082256004241
100,-79.4004571432831,43.7042555075607
100,-79.3966084555738,43.6983014289463
100,-79.4033008364192,43.7072604956211
100,-79.4048722357664,43.7053849976609
100,-79.3971155522646,43.7008650222677
100,-79.3983132447477,43.7067408049577
100,-79.3986040429929,43.7080030010993
102,-79.4190953156043,43.7023738801388
100,-79.4010037384433,43.7086519955862
100,-79.3966084555738,43.6983014289463
100,-79.3966084555738,43.6983014289463
100,-79.4010237382447,43.7091678947211
100,-79.3983132447477,43.7067408049577
100,-79.3983132447477,43.7067408049577
100,-79.4033008364192,43.7072604956211
100,-79.4027193384843,43.705841399922
100,-79.3988585418405,43.7091109983587
100,-79.3966084555738,43.6983014289463
100,-79.407662429397,43.7091563861061
102,-79.4179114163619,43.7060204785348
100,-79.4017118397322,43.7060517009344
100,-79.4042555337006,43.7098731894642
100,-79.4042555337006,43.7098731894642
100,-79.4050106324268,43.7106740873295
100,-79.3983132447477,43.7067408049577
100,-79.4114654236432,43.7112057797287
100,-79.3964197568147,43.6973751312589
102,-79.4164717190554,43.7050212815814
102,-79.4164717190554,43.7050212815814
100,-79.3983132447477,43.7067408049577
100,-79.3983132447477,43.7067408049577
100,-79.3983132447477,43.7067408049577
100,-79.4074343345435,43.7018331009991
100,-79.4084852310259,43.7046230935334
102,-79.4226700091564,43.703844073403
100,-79.3989813414045,43.709588497286
100,-79.4048722357664,43.7053849976609
100,-79.4053780316441,43.7115525855988
100,-79.400236244218,43.7036454095427
100,-79.3983132447477,43.7067408049577
102,-79.4322891939623,43.7031366654902
102,-79.4322891939623,43.7031366654902
100,-79.4061081341719,43.7051213962954
100,-79.3978414478435,43.7043523120344
100,-79.4033008364192,43.7072604956211
100,-79.4065407336048,43.7050328957971
100,-79.3969822529885,43.7002996239339
100,-79.3989813414045,43.709588497286
100,-79.4010237382447,43.7091678947211
100,-79.4061041389755,43.6987735096102
100,-79.3978033480858,43.7041635125914
100,-79.4033008364192,43.7072604956211
100,-79.3983132447477,43.7067408049577
100,-79.4057141309083,43.7124155839528
100,-79.4061041389755,43.6987735096102
102,-79.4359807937064,43.6987561669122
